,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
28,0.8232879,0.82384485,0.7924114,0.74895954,0.79588705,0.81639326,0.77826726,0.92411524,0.85098875,0.6832295,0.8025638,0.67537993,0.6957866,0.7687719,0.7406676,0.7772691,0.84314674,0.87210435,0.82233983,0.8373259,0.85132295,0.83007723,0.90961766,0.9184143,0.8276634,0.66929495,0.72423965,0.8341013,0.7469585,0.765508,0.85085994,0.8339556,0.7912494,0.86999106,0.79204845,0.72463185,0.79412216,0.91190195,0.7079263,0.7965589,0.7070306,0.80992275,0.7459944,0.78078836,0.78891647,0.8973554,0.91510993,0.7103384,0.7864731,0.8235571
29,0.7446937,0.8245263,0.87579125,0.55295235,0.7693533,0.5254958,0.7458459,0.88661534,0.882995,0.7094738,0.53652954,0.4679728,0.8474252,0.71109676,0.42103666,0.6985431,0.6004376,0.8088259,0.77847224,0.7207469,0.7717893,0.7793898,0.8544031,0.81864285,0.7448966,0.44075084,0.58882654,0.7118625,0.7329658,0.8442421,0.8822115,0.861432,0.67489094,0.8093241,0.6864952,0.62559843,0.9007247,0.8294764,0.39249268,0.7495974,0.5258367,0.7033266,0.6562153,0.6791359,0.46152392,0.8152977,0.82587296,0.7883112,0.7507482,0.7478008
31,0.8380792,0.84980637,0.8283484,0.7998448,0.848433,0.8234201,0.83059585,0.93185985,0.84447277,0.7260719,0.8066835,0.7155384,0.7497791,0.78685033,0.76332617,0.81458896,0.8393011,0.8989908,0.8106333,0.8468705,0.8515731,0.86867,0.91717166,0.9286943,0.85747284,0.6660495,0.7803423,0.84316796,0.74884975,0.780453,0.83020794,0.85166067,0.8212733,0.9002528,0.8107199,0.7998128,0.83889216,0.9245024,0.7594713,0.8413065,0.76719534,0.7925768,0.8045846,0.8232297,0.77756244,0.9145868,0.9269376,0.7655875,0.77491623,0.8112533
32,0.855521,0.8142437,0.75207585,0.71909606,0.8391865,0.8279924,0.82226825,0.920705,0.7666582,0.68724304,0.8236625,0.6690204,0.6940905,0.78208977,0.72496116,0.7992916,0.85340965,0.8891199,0.78242445,0.86808586,0.7888937,0.84368813,0.90761673,0.93064266,0.8265958,0.66050273,0.7496412,0.8648306,0.80767065,0.8023302,0.7825838,0.7627453,0.79890746,0.8901833,0.8022342,0.80702734,0.7196278,0.9203552,0.7171324,0.8325584,0.7014424,0.834345,0.772657,0.7927788,0.70399624,0.91859883,0.92753786,0.7156803,0.76629734,0.7867151
33,0.9637369,0.72903794,0.79204714,0.67586315,0.9400056,0.8926617,0.7925219,0.9661714,0.22517347,0.43861562,0.8549085,0.6998313,0.78348833,0.7452931,0.41789034,0.8305223,0.9364709,0.88761425,0.86759824,0.91045445,0.67048234,0.8459508,0.9586622,0.9097325,0.87803835,0.5065932,0.740774,0.8896917,0.7709133,0.71277106,0.5754712,0.31884235,0.94134134,0.89745104,0.82591224,0.82825834,0.12511006,0.91893023,0.5772212,0.90310323,0.70633394,0.9043199,0.788809,0.9375555,0.26812503,0.89599574,0.91628873,0.71085477,0.63531536,0.68195736
34,0.8347069,0.863363,0.8323529,0.79226565,0.8449117,0.8274736,0.817574,0.9347081,0.8457928,0.749054,0.82000464,0.70832855,0.7756735,0.8160107,0.73987705,0.8416497,0.8428642,0.89852905,0.83061296,0.85833687,0.8654199,0.8660788,0.9151297,0.9302602,0.86098415,0.6720522,0.7989296,0.8456306,0.78913176,0.8058174,0.83496064,0.8529505,0.8284058,0.9010009,0.8227486,0.80485296,0.83988523,0.92513686,0.7487589,0.8471031,0.7854473,0.77149665,0.8298748,0.8339093,0.74977267,0.9127008,0.92987365,0.7788237,0.77795315,0.8260417
35,0.34642652,0.005049988,0.0012194646,0.9937064,0.18217717,0.9997036,0.025273759,0.0041623567,0.9982482,0.0017463138,0.99983346,0.99720323,0.00017206943,0.9990798,0.0007187811,0.99977046,0.99974674,0.0018693082,0.99912614,0.5984928,0.9897333,0.016505428,0.0006418472,0.002939542,0.008530943,0.99818265,0.99911124,0.9995652,0.008771763,0.0029040868,0.99232304,4.0674364e-05,0.99876153,0.0008417138,0.9985917,0.06944015,0.0006025864,0.0014451926,0.0008430169,0.3684201,0.99060994,0.9995147,0.99901354,0.12556091,0.0003365265,0.001954079,0.0029932344,0.0022594235,0.97794914,0.99861217
36,0.8261436,0.82076067,0.7476776,0.7582126,0.75725,0.7764219,0.7494948,0.8874039,0.92086005,0.6905895,0.771868,0.6979071,0.6797523,0.7113131,0.6721747,0.75398594,0.8226699,0.8384402,0.8249915,0.83298934,0.8460067,0.79270595,0.86348915,0.881519,0.78011465,0.61241746,0.71676505,0.834449,0.73615485,0.823021,0.90627635,0.8098152,0.72340053,0.8293247,0.81072783,0.73307973,0.8367359,0.8830279,0.545209,0.82815325,0.6359739,0.83430004,0.68747324,0.7102428,0.65641975,0.83604723,0.8501706,0.73476547,0.7814153,0.87817156
37,0.8140061,0.8771831,0.8120503,0.75756025,0.80431616,0.76153016,0.82382673,0.92819697,0.8446962,0.6997269,0.76325655,0.6341804,0.7284948,0.78437823,0.75425327,0.78564197,0.784397,0.8866761,0.7631608,0.8250962,0.8491736,0.87466383,0.91716254,0.93163353,0.8577359,0.6117819,0.74860823,0.81751245,0.70866734,0.75956964,0.851939,0.8621441,0.7640941,0.88388854,0.8121103,0.722118,0.84872246,0.92822295,0.72730285,0.83680683,0.7524415,0.7338544,0.74955505,0.7775227,0.7775541,0.9190195,0.923915,0.73940825,0.7615787,0.83603716
39,0.8494576,0.8381551,0.8763541,0.7302546,0.82104325,0.7407231,0.80540276,0.879624,0.9329241,0.6835909,0.73392665,0.66155875,0.8079796,0.80761224,0.6368016,0.784543,0.7853648,0.83875686,0.87521696,0.81755143,0.8510114,0.8507484,0.871115,0.8670973,0.8237072,0.6044565,0.7111068,0.8536757,0.75338507,0.8005699,0.89118844,0.86418873,0.79208046,0.8454568,0.84082663,0.74626267,0.9122257,0.86233234,0.598121,0.8672306,0.6849257,0.8362284,0.7377901,0.7556566,0.6415625,0.84666854,0.8600526,0.81305474,0.813967,0.8332345
41,0.7976838,0.9057472,0.4557648,0.62198,0.8447646,0.61750513,0.8477477,0.85282737,0.6755259,0.8778473,0.8260158,0.655959,0.72242063,0.8190609,0.120157525,0.84141845,0.7346387,0.8358659,0.74684966,0.85328716,0.76742285,0.7413112,0.8387376,0.8113099,0.72070694,0.7377481,0.8100266,0.7884839,0.95564514,0.9604636,0.8707528,0.5557385,0.7185395,0.7995428,0.73712707,0.773647,0.58534867,0.8469971,0.15157431,0.8707915,0.72663504,0.77535903,0.74063295,0.6994901,0.024004584,0.8785695,0.81997097,0.7105493,0.79932165,0.8691963
44,0.8324634,0.8607948,0.8099746,0.8004685,0.8341178,0.800446,0.82628125,0.9267492,0.83494747,0.71910316,0.7830926,0.6866459,0.72523654,0.78660285,0.7747524,0.7914466,0.81470054,0.8890674,0.78299963,0.8473677,0.8548417,0.8783355,0.91811407,0.9316101,0.8548641,0.66399115,0.77478665,0.8208795,0.73801,0.7774148,0.8296438,0.84991145,0.8118061,0.89546657,0.8080157,0.757585,0.8336017,0.92785716,0.7629861,0.8470511,0.760493,0.7858768,0.7738361,0.81946707,0.79770625,0.9169389,0.92228824,0.75465274,0.77253705,0.80611944
45,0.8329574,0.84483665,0.84590125,0.7677088,0.8362084,0.80611265,0.82179296,0.9249558,0.843374,0.6915627,0.77634716,0.6447181,0.7674176,0.7732593,0.7611953,0.79678065,0.8291478,0.8795496,0.78876096,0.8302784,0.8516022,0.8610135,0.91344815,0.9241305,0.84826595,0.6184857,0.7502198,0.83465636,0.7453032,0.7618214,0.8268192,0.84699404,0.8077359,0.88594645,0.7851452,0.76988435,0.838025,0.9148925,0.77293813,0.80802304,0.7259774,0.807261,0.7665529,0.8070682,0.79304636,0.90583575,0.9172811,0.7386006,0.76995695,0.78228664
46,0.83055925,0.8435994,0.81018746,0.79464996,0.8336458,0.83485997,0.8166455,0.9312256,0.8103132,0.7192532,0.810004,0.6886908,0.7174754,0.77269477,0.80267173,0.79489696,0.8453301,0.9001957,0.7775806,0.84599423,0.8486919,0.86824256,0.9200028,0.93451494,0.8593847,0.66167974,0.7724243,0.8245465,0.75235677,0.76522595,0.80835176,0.84436554,0.817232,0.9037107,0.7953569,0.7922353,0.80634874,0.93041486,0.80390126,0.8271946,0.767994,0.7906234,0.7870491,0.8207281,0.83208585,0.92215765,0.93103534,0.73971426,0.7550914,0.7937012
47,0.8328052,0.8520789,0.8195351,0.79646724,0.84354186,0.8229551,0.8226524,0.9320562,0.84355587,0.7383255,0.8055637,0.71129346,0.7611481,0.7857242,0.7640446,0.8166258,0.8383671,0.9026739,0.8117175,0.84439886,0.8515698,0.8699085,0.91645825,0.92902327,0.86129814,0.65724456,0.78435266,0.8387523,0.76198816,0.79126936,0.82492304,0.8529703,0.820391,0.90171,0.8100766,0.7996178,0.8385147,0.92639065,0.7615888,0.84152555,0.77472365,0.77410793,0.80969137,0.8231875,0.77749974,0.9169489,0.9272867,0.7668812,0.77416676,0.8179821
51,0.9509895,0.8289366,0.92732716,0.82608736,0.91804916,0.9363335,0.80742425,0.9386622,0.56631374,0.45022458,0.8118049,0.77325326,0.7420547,0.73259765,0.54801404,0.8173479,0.9262448,0.8220168,0.85321045,0.8902356,0.8417253,0.8977267,0.9420167,0.8838314,0.9019004,0.5043725,0.6797654,0.88614553,0.53756744,0.6006676,0.68494594,0.51948303,0.93353957,0.8312433,0.8582669,0.7840392,0.28950858,0.875751,0.74841195,0.9053185,0.7374365,0.86377144,0.72859526,0.9301869,0.42779455,0.8145324,0.8410489,0.74100536,0.71894866,0.78480846
52,0.828164,0.8457205,0.8128243,0.79289836,0.834133,0.8214439,0.82063675,0.9292352,0.80021966,0.7165798,0.8000176,0.686928,0.7237214,0.77385795,0.7904227,0.79378104,0.83424574,0.8982933,0.7800708,0.8424532,0.84701765,0.8655463,0.91707623,0.932955,0.85670817,0.6680387,0.7702057,0.8282932,0.74763185,0.7642756,0.7998901,0.84087175,0.8168071,0.9029336,0.7954552,0.779729,0.7967147,0.92800087,0.7939338,0.8264446,0.7644191,0.7832586,0.787009,0.8188422,0.8230747,0.9203949,0.92932695,0.7480057,0.75335854,0.7817326
53,0.8267502,0.85067403,0.80524796,0.7885167,0.8316148,0.8323153,0.8134536,0.9306505,0.8241979,0.7331333,0.80901706,0.6911771,0.7336778,0.77772826,0.7887071,0.79944164,0.84335685,0.90139955,0.78522533,0.84291804,0.8502413,0.8676403,0.91827196,0.9328954,0.86075264,0.65952855,0.7745744,0.8279425,0.7687099,0.7830158,0.8152409,0.8489822,0.8167327,0.9017446,0.79783106,0.78715897,0.81632787,0.9301381,0.79426736,0.83095855,0.77216434,0.77642727,0.78932023,0.82028306,0.8148354,0.9216243,0.9297334,0.74584603,0.766519,0.8064184
54,0.8306591,0.8597513,0.85783833,0.75845885,0.8421031,0.7868395,0.80553377,0.93001854,0.86412805,0.71901447,0.7801527,0.6542839,0.80373645,0.81093514,0.69851196,0.83413035,0.80944896,0.8835945,0.8349232,0.8382054,0.8567242,0.8583698,0.9110704,0.92068523,0.84749055,0.6207992,0.7821985,0.83934844,0.7854556,0.79898226,0.84190017,0.8488078,0.82228446,0.8888448,0.8145511,0.7878064,0.85269725,0.9118287,0.7124542,0.8347621,0.7499203,0.77953035,0.81033254,0.82249707,0.7145761,0.898053,0.9174512,0.7753125,0.7769253,0.81334984
55,0.8284192,0.85070586,0.805573,0.78907657,0.83302057,0.83327144,0.8140313,0.9312524,0.82276934,0.73149914,0.8102277,0.691953,0.7331148,0.77842903,0.7896896,0.8006617,0.84432715,0.9018282,0.78572106,0.84427243,0.8498879,0.8683714,0.9188976,0.93342423,0.86162114,0.6602189,0.77511173,0.8291716,0.76774585,0.7817802,0.81378233,0.8489682,0.81839216,0.9022239,0.7991283,0.7881642,0.81548333,0.9305791,0.7954454,0.8319997,0.77280855,0.7785313,0.790299,0.8218493,0.81565183,0.9219595,0.93018126,0.745973,0.7654056,0.8054285
56,0.83868223,0.83594286,0.7944771,0.7643769,0.8193672,0.82229173,0.7809372,0.93855345,0.860178,0.699246,0.83161116,0.68393177,0.7349199,0.7952576,0.6827263,0.8288579,0.85627043,0.87018466,0.84343415,0.86301386,0.8564832,0.82635766,0.91338634,0.92574,0.8209249,0.66717505,0.77147573,0.85184836,0.7820219,0.79916424,0.8507523,0.8171119,0.8099211,0.86951053,0.8078287,0.7805431,0.7988572,0.91487515,0.6560827,0.815189,0.72701,0.81059825,0.808402,0.80613446,0.69100994,0.8921976,0.92390925,0.7324549,0.7608726,0.83656204
57,0.9114368,0.7752515,0.7949863,0.61525905,0.9228153,0.6711712,0.8607857,0.9606558,0.30320802,0.7378984,0.7703753,0.62530214,0.9237282,0.7110105,0.013878148,0.73801273,0.7898306,0.9121165,0.8695837,0.8542428,0.70032746,0.85910606,0.9469764,0.85237545,0.84962565,0.6598725,0.5862155,0.839523,0.9319137,0.95169026,0.670063,0.123646006,0.88849753,0.93115133,0.8761369,0.64360213,0.044901386,0.89009595,0.08443,0.9322051,0.58143085,0.8530846,0.7459245,0.9025034,0.0028587773,0.8495032,0.86760795,0.8986729,0.5792318,0.7128906
60,0.75059706,0.7953519,0.8493096,0.66101706,0.73534006,0.6320463,0.75492305,0.8816725,0.9022335,0.7754666,0.6285452,0.6183822,0.767098,0.645654,0.5587488,0.6428902,0.71032137,0.8317609,0.74665165,0.6884755,0.75948197,0.7640865,0.86060643,0.8582892,0.73266464,0.5404957,0.6822407,0.78416294,0.81041956,0.8738175,0.91647404,0.87139755,0.6122849,0.8083152,0.66296005,0.7379645,0.89656806,0.8470526,0.51861376,0.7520415,0.5975076,0.81626254,0.622,0.62203294,0.53871375,0.83795047,0.8450683,0.7656823,0.8326999,0.8227666
61,0.8514346,0.83620936,0.8747811,0.7401804,0.8463809,0.7809791,0.81831855,0.9165136,0.8885083,0.7167535,0.75983316,0.6754263,0.7868203,0.8239148,0.6785414,0.79813075,0.8021666,0.879119,0.8436334,0.84465396,0.8311121,0.8569541,0.90344435,0.89989716,0.8418005,0.6311979,0.7471402,0.84724087,0.7587127,0.8103282,0.85137004,0.85737735,0.82248527,0.89133626,0.8352505,0.77911305,0.89091915,0.89920175,0.6791518,0.845447,0.72613055,0.81340384,0.768844,0.81325245,0.6972738,0.8935222,0.90146124,0.81008935,0.8000074,0.8088038
62,0.9137079,0.6620692,0.9646332,0.28553337,0.8327304,0.49292624,0.6672935,0.8637407,0.8953432,0.41670954,0.362855,0.42391264,0.9230587,0.8151735,0.17323636,0.69529605,0.59581184,0.78511953,0.90468526,0.8160706,0.5096276,0.71417195,0.84200144,0.6892653,0.65162295,0.24822198,0.47805074,0.8026088,0.6296538,0.7827876,0.73493904,0.7133745,0.8145436,0.8431559,0.8690097,0.5888806,0.89093524,0.7554005,0.23295741,0.8939526,0.3658154,0.84453124,0.5321095,0.7786933,0.17964807,0.7415966,0.6526111,0.8770566,0.70874715,0.6256316
