65,5.578625,1.3681146,16.810299
79,5.519229,1.3675964,16.87865
170,9.956415,-5.1621084,-3.477332
103,6.676053,-1.3495567,4.1579638
168,-13.417257,-14.621626,-1.7511619
140,-13.438182,-14.669999,-1.7558285
86,-13.369078,-14.668309,-1.7469559
83,-13.434121,-14.638645,-1.6807523
175,-11.10201,-11.759132,11.390541
116,-11.131485,-11.769861,11.415283
55,-11.148581,-11.77707,11.431942
74,-7.376065,-2.1706586,15.605562
9,-7.3701487,-2.171429,15.5982685
71,-7.3771787,-2.1676066,15.621215
16,-11.173207,-3.9375756,11.319741
145,-7.335146,-2.1769264,15.58138
182,-2.6978073,4.935729,-2.52275
46,5.0701833,-17.556744,-4.1895027
154,7.4816294,-2.9675252,1.2094783
172,-8.825788,-10.537037,-12.275614
94,-12.590118,-12.820851,-7.6268725
52,-1.5345706,-14.010984,-12.394637
66,-4.3928323,-20.94833,-1.607367
31,13.338909,6.1248546,-5.784363
89,14.737165,4.7167277,-9.010233
137,14.770794,4.7558184,-9.04666
271,15.607847,3.0835268,-5.0008116
106,-0.4784189,-17.388632,-0.7612634
255,13.706216,6.273984,-6.202048
162,9.723489,9.642257,-15.281369
157,9.697434,9.601793,-15.293061
138,9.967808,8.271563,-5.938542
131,8.58694,-8.973339,-3.4767377
218,10.496709,5.6969795,-19.31605
264,10.483199,5.695887,-19.299221
188,19.746323,1.3376878,-2.9082758
122,4.6169786,15.511077,-7.371875
234,3.079249,13.371624,7.7226624
388,-2.8929908,5.519015,-2.5119417
211,5.0848184,12.613654,-15.021328
263,-3.7477758,1.7386799,-14.036992
185,4.6009893,15.784004,-7.3886647
53,4.729407,15.082783,-7.407772
47,19.079786,1.4410813,-3.1229095
99,7.535522,-2.3771493,-5.3818936
133,19.445923,1.3291947,-3.0875826
5,-0.7395569,13.846992,4.472207
193,14.688818,5.070409,-9.731153
76,3.6737106,14.359976,8.981262
165,8.880957,9.201841,-6.1732635
208,10.159935,6.732102,-16.591085
260,9.224813,14.241985,11.975547
8,5.4862576,12.098606,9.140895
105,11.464193,5.6122537,-13.779405
44,5.363507,8.196396,5.4742355
169,-1.024461,4.1333423,-20.659573
317,-14.907084,-0.8189699,-6.301964
486,-12.747177,1.0257851,2.1596346
1218,-3.8343518,1.6733295,-14.107219
87,12.026011,5.4663677,-15.8288965
313,6.2362185,9.259048,4.511105
161,4.9002204,9.635357,8.040579
250,11.170159,6.530382,3.31665
428,-17.075293,-0.2865815,-9.726529
139,-22.485245,-4.1141896,-2.4497073
158,8.072712,7.047892,3.3927317
356,-22.462475,-4.234533,-2.4427776
194,12.926546,7.3251953,6.0996537
233,6.9048896,7.256159,3.4206557
155,4.839813,9.578839,8.04781
147,8.979541,7.98507,4.444942
197,9.865247,14.13459,11.799403
