 X Y
4225992 -38.718723 -7.675199
5505422 -39.123116 23.405682
2078211 -3.8667226 -34.218033
3075082 -3.8667226 -34.218033
5101829 -22.36278 8.633274
5350268 10.3406725 -5.948528
4136581 -22.36278 8.633274
2875970 13.222398 4.6822834
3908182 -22.36278 8.633274
3280929 17.814795 4.0720077
2851215 -22.36278 8.633274
1512844 -40.626644 -3.400097
4655775 -39.122993 23.40523
98703 -40.626526 -3.4003246
3547578 18.077154 1.6237535
3200416 -22.36278 8.633274
1561445 -22.36278 8.633274
2176392 -22.36278 8.633274
451221 -3.8667226 -34.218033
5265612 19.698084 2.8670132
5490872 19.721487 8.066625
3860102 -22.36278 8.633274
1118139 -22.36278 8.633274
2490770 9.830234 2.0952122
2095696 -36.360058 -13.246849
950676 -22.36278 8.633274
5234920 -21.624083 -21.055426
5362860 -3.8667226 -34.218033
2883996 -3.8667226 -34.218033
758373 -3.8667226 -34.218033
225215 -3.8667226 -34.218033
4046454 12.875836 0.19490077
4981150 -21.624083 -21.055426
4756400 -3.8667226 -34.218033
817265 -21.624083 -21.055426
671790 -3.8667226 -34.218033
164259 14.093533 -10.202396
688552 -22.36278 8.633274
5042485 -21.624083 -21.055426
1772838 -21.624083 -21.055426
1376687 -22.36278 8.633274
1944209 -22.36278 8.633274
3801522 -22.36278 8.633274
3120494 -3.8667226 -34.218033
3922520 -22.36278 8.633274
3637686 7.5341606 1.4249097
1409464 7.381674 -8.08088
1796594 -3.8667226 -34.218033
3670456 -39.122906 23.405514
4347375 -22.36278 8.633274
1723903 -22.36278 8.633274
245139 -22.36278 8.633274
4346920 11.787951 6.583505
786967 -22.36278 8.633274
1447818 -22.36278 8.633274
4860649 14.314695 4.6033754
4483366 12.245794 -0.93633264
2392508 6.9948473 -7.5344377
1223786 -48.181015 11.34957
2884028 20.803331 -3.308155
2522623 -22.364569 8.633005
3408322 13.726738 0.072192095
2154657 -12.404848 34.681026
4817351 -36.38797 -13.17588
2015368 -48.187622 11.3564205
4635235 15.54874 -4.5364127
4076051 -36.34458 -13.284266
373456 -3.8667226 -34.218033
4742322 -22.36278 8.633274
3950492 -40.62642 -3.400359
4679196 -3.8667226 -34.218033
3638650 15.179034 -6.456822
3077967 17.739414 -4.645484
833177 18.050253 -5.0142236
3730737 -36.43831 -13.061228
5318269 -22.36278 8.633274
5289045 10.757729 2.9614937
691702 14.810804 0.26281643
4791653 -3.8667226 -34.218033
1647956 14.404133 0.3953127
558720 17.045797 8.583446
4921043 8.054491 7.1866817
4653512 12.093855 1.3617189
5158032 -22.36278 8.633274
3604938 21.635504 -0.023941008
1245642 -22.36278 8.633274
3651316 -3.8667226 -34.218033
4863019 3.3087046 -2.5454679
2490832 14.642994 7.7637615
189314 -22.36278 8.633274
685526 -38.718884 -7.6756763
3736028 -22.36278 8.633274
2957205 -22.36278 8.633274
3180172 -22.36278 8.633274
4358623 -21.624083 -21.055426
2644605 -48.95116 -6.8127933
4549205 -3.8667226 -34.218033
2265748 -36.716312 -12.371889
1307484 9.503528 6.390535
2589159 21.085264 0.73270696
5013999 14.859021 -0.035674706
609596 -3.8667226 -34.218033
1180144 13.459794 3.3017967
467774 -3.8667226 -34.218033
1802747 12.551495 -3.183218
1731121 -22.36278 8.633274
4555265 9.684971 0.1531588
1037866 -40.62668 -3.3996172
4358659 -22.36278 8.633274
1395551 13.221218 -0.03311134
3658454 -3.8667226 -34.218033
4194827 10.613772 -2.5644095
5376285 -36.31099 -13.372381
2163217 -3.8667226 -34.218033
921668 -22.36278 8.633274
1723429 -22.36278 8.633274
2653793 21.553696 2.8601372
3441171 12.867136 3.3538122
1964206 -22.36278 8.633274
98837 -22.36278 8.633274
3916994 11.310189 -1.9672902
1787248 -36.605858 -12.653169
5336303 -48.187622 11.3564205
4260383 -22.36278 8.633274
2093429 -36.515987 -12.874194
2601158 12.917572 -0.55417603
4653609 19.252722 -2.5434618
3310276 -40.626568 -3.4005437
5276202 -21.465288 -20.941513
4478322 13.848188 1.2191093
743115 -22.36278 8.633274
3464432 -22.36278 8.633274
131700 -22.36278 8.633274
1016362 11.899474 -2.315113
3033305 -3.8751264 -34.1759
3506736 12.081759 -4.7066326
1517521 -36.379185 -13.260565
1212985 -22.36278 8.633274
1499270 -3.8753986 -34.16269
2196027 -22.36278 8.633274
5306026 -22.36278 8.633274
2871035 -46.60878 9.663095
2032201 -22.36278 8.633274
5423889 -22.36278 8.633274
4179090 11.241067 -2.294256
1606219 -22.36278 8.633274
3523821 -22.36278 8.633274
4263753 -2.30557 41.852497
4260427 -21.624083 -21.055426
1336841 -22.36278 8.633274
83261 17.333548 0.41721022
5359957 19.42586 0.4614894
4671671 12.833483 -2.5686798
655949 -22.36278 8.633274
296483 -48.181015 11.34957
1728836 11.249917 1.4337721
1540692 9.217463 -0.20282817
3674077 -3.8667226 -34.218033
787031 -22.36278 8.633274
4054861 -12.404388 34.680454
1414293 -2.30557 41.852497
393817 9.958829 -6.287247
4688621 -39.122765 23.40499
2097754 -21.624083 -21.055426
1313694 11.472264 -3.6339033
5072080 -36.387226 -13.179372
5170228 12.872081 -0.44537213
4093875 -39.12275 23.404814
3244652 -2.255783 31.33545
2281834 -21.624083 -21.055426
4234104 -36.863857 -11.9773855
3292007 -46.60802 9.663149
5039522 -48.95096 -6.055408
4139774 -20.546196 -20.425135
3474030 14.812446 -0.45475042
3670642 12.825569 -6.182403
2832283 -36.438305 -13.061228
2473408 -22.36278 8.633274
5505657 14.779127 1.8962817
316467 -21.624083 -21.055426
2032252 14.48236 -5.459945
5504101 -30.707964 33.61231
66176 8.626671 -1.861763
2830260 -36.30241 -13.392756
1475205 -22.36278 8.633274
3726819 -3.8667226 -34.218033
3609307 9.790919 1.9181043
33414 -22.36278 8.633274
1420628 -12.459212 34.64829
4298689 16.957106 7.822552
2982537 8.744426 5.1618743
2502487 -36.357086 -13.289819
5505676 16.131966 1.5419152
3480461 -22.36278 8.633274
1344141 20.673033 -6.070587
2433304 -36.43831 -13.061228
2884245 -22.36278 8.633274
401075 16.568066 6.018463
1737366 -22.36278 8.633274
3894257 -36.715904 -12.374385
1591539 11.165679 1.1848625
1868438 9.397811 3.5343714
5182154 -22.36278 8.633274
2949784 -22.36278 8.633274
2766550 22.684301 4.211574
2687649 -48.1876 11.356113
106631 11.1132345 1.6113012
4956490 -21.624083 -21.055426
2693650 -48.18279 11.351698
3001557 12.882785 -6.3909497
4812351 -3.8667226 -34.218033
66212 10.367507 2.4571774
2904644 -2.255783 31.33545
4719269 19.032858 -0.4092033
2023041 -21.624083 -21.055426
393896 6.3400764 -2.6983159
1897314 -22.36278 8.633274
4948648 -22.36278 8.633274
2954493 16.219713 0.9878626
2073957 -36.715866 -12.373965
4850346 13.201327 -2.4123132
2731944 -40.626606 -3.400221
1082034 -22.36278 8.633274
1715425 -22.36278 8.633274
661780 -22.36278 8.633274
3834550 -22.36278 8.633274
497880 -48.951145 -6.8120456
3323540 15.974713 3.51394
197305 4.746874 0.8931871
2653702 -3.8667226 -34.218033
3932858 9.504834 2.323325
4776762 -3.8667226 -34.218033
2097854 -22.36278 8.633274
2364225 11.554748 1.2428025
4147080 -36.715866 -12.373965
596748 -22.36278 8.633274
4000738 13.418567 -1.9127408
5254652 -22.36278 8.633274
1696691 12.925163 -3.7135878
3563168 -22.36278 8.633274
4712757 11.632187 6.713376
4634990 15.153729 -6.1226006
2618320 -22.36278 8.633274
1802951 -37.635723 -25.892073
1874590 -37.635723 -25.892073
4391629 16.80904 3.908258
301190 -21.465288 -20.941513
2294484 -3.8667226 -34.218033
2245123 -22.36278 8.633274
4433359 -21.46692 -20.946575
817157 -3.8667226 -34.218033
2982613 -21.465288 -20.941513
1364518 -22.36278 8.633274
2832981 18.36398 -1.8533503
3728363 -22.36278 8.633274
59854 8.854885 7.5722556
2065109 -22.36278 8.633274
2341528 -22.36278 8.633274
724118 -4.847484 -32.160282
1049305 -12.459212 34.64829
358179 -4.847484 -32.160282
2975407 -22.36278 8.633274
676499 10.981513 2.2563345
3973106 10.906231 -5.9764504
2954110 16.813986 -1.8818966
4588251 -3.8667226 -34.218033
2464269 6.350123 -0.1597491
2268504 -36.387413 -13.177446
1770210 6.5104566 -1.192889
197399 -3.8667226 -34.218033
1409764 8.603289 -8.134692
5008036 -37.082157 -11.363664
1573606 18.82731 -0.5991504
3825320 -36.85812 -11.993828
1442537 -22.36278 8.633274
2999367 -37.431625 -10.375675
4904547 7.5154114 -3.670307
3506923 -22.36278 8.633274
875324 -3.8667226 -34.218033
510499 15.948185 -6.853153
4817645 11.471649 -0.8048968
3231773 -22.36278 8.633274
3212014 -48.181015 11.34957
4473271 11.612981 -9.127058
4593241 -22.36278 8.633274
1408827 -3.8667226 -34.218033
5406147 -22.36278 8.633274
878877 -22.36278 8.633274
4176119 -22.36278 8.633274
5079792 12.539383 -4.377992
2358652 -37.430832 -10.375864
1540852 11.927812 8.457135
965735 -22.36278 8.633274
3244789 -22.36278 8.633274
639914 9.219326 -2.0550478
3654408 -22.36278 8.633274
2491128 13.942476 6.9149895
3568545 -22.36278 8.633274
1311480 13.174157 4.685778
4744889 -21.624083 -21.055426
3638025 14.310777 -0.25505894
3474185 -22.36278 8.633274
2172998 -12.459212 34.64829
258243 -3.8667226 -34.218033
3179276 -22.36278 8.633274
3562364 -36.304913 -13.386345
1536959 -22.36278 8.633274
2851606 10.785292 -1.3506415
4941570 -37.43314 -10.374012
2150042 -22.36278 8.633274
4176460 -22.36278 8.633274
2458390 -12.4043865 34.680893
3807924 21.122726 2.2661
3399089 -21.624083 -21.055426
1209767 -3.8667226 -34.218033
2433633 16.532017 -3.9554946
1442585 8.472806 6.130694
1168500 -22.36278 8.633274
2032406 -22.36278 8.633274
1673564 -3.8667226 -34.218033
3507760 -21.624083 -21.055426
4915994 -22.36278 8.633274
3515811 12.128734 -3.9895353
1547751 -38.721107 -7.6718984
5407516 21.21942 -5.1881166
519825 -36.34506 -13.282303
2360111 -37.636204 -25.8921
2374763 -30.707977 33.61189
2074203 -40.626534 -3.3999145
230195 -22.36278 8.633274
4495120 -48.181015 11.34957
721721 20.051538 -0.2592772
3165449 -21.624083 -21.055426
3441468 -22.36278 8.633274
398461 -22.36278 8.633274
5384287 -39.123116 23.40573
1246013 -22.36278 8.633274
4775727 -37.432747 -10.375259
2130759 14.026142 1.9315879
3474248 9.875534 -1.1883875
556516 -22.36278 8.633274
787276 -22.36278 8.633274
744836 16.726574 4.010551
5018333 -3.8667226 -34.218033
5047116 11.126586 -4.825001
2094871 -22.36278 8.633274
2261850 12.8950615 0.6567103
1062307 -12.459212 34.64829
1344350 11.397878 -3.4667041
421697 -48.181015 11.34957
4719456 9.044734 5.517937
4481535 -36.357555 -13.288755
5276514 -22.36278 8.633274
1862678 15.197663 -4.2153897
850998 -12.459212 34.64829
3638116 9.446071 -2.9360163
497571 -3.874379 -34.19213
754536 15.899501 -4.1820493
2170058 -22.36278 8.633274
1704811 11.540441 -3.828641
3769198 -22.36278 8.633274
5335204 11.341752 -6.694026
1306913 -37.08248 -11.362698
3441518 -22.36278 8.633274
1463614 23.791203 1.0227973
4744863 -30.707964 33.61231
5079929 10.638759 1.6094106
2579051 -37.431705 -10.375518
3081087 -22.36278 8.633274
2752292 -22.36278 8.633274
3972796 -3.8762338 -34.17042
852866 7.421185 6.061658
905838 -22.36278 8.633274
1344390 -22.36278 8.633274
2059312 -39.122993 23.404995
5485445 19.698673 -8.534906
2327434 -22.36278 8.633274
1624423 -22.36278 8.633274
4519771 8.294113 -6.411797
1934218 -22.36278 8.633274
1650004 -22.36278 8.633274
2819150 4.609512 -6.074134
1508241 -3.8758788 -34.175835
5121224 -22.36278 8.633274
3752425 13.554764 1.602525
5374868 -22.36278 8.633274
1611343 15.29857 -2.551129
4588437 -3.8667226 -34.218033
3094135 14.668794 8.52705
2639073 -22.36278 8.633274
226275 -22.365496 8.63442
2491284 11.138891 -4.253859
1420932 -36.715866 -12.373965
4293541 -22.364136 8.631623
4224559 -36.3039 -13.3883705
519058 -48.187622 11.3564205
2589609 -22.363825 8.634626
3460299 -3.8667226 -34.218033
4967323 -48.95145 -6.8118
5079980 7.5777597 -0.33955762
4146397 -22.36414 8.63551
1541037 -3.8667226 -34.218033
3392715 18.312948 6.0249934
1830045 13.617215 -1.7750953
5276594 -22.36253 8.633525
4368348 -22.360872 8.632046
525236 8.738799 0.9243803
4436123 -2.30557 41.852497
66485 -22.36278 8.633274
1103251 -3.8667226 -34.218033
1115063 -21.46692 -20.946575
3651376 -37.08229 -11.36509
5311950 3.0592613 0.034006726
1573816 -22.36278 8.633274
2061000 4.9221926 -0.124658205
2998429 -40.62671 -3.4027545
820156 13.116518 0.5589358
2339626 -21.475801 -20.947924
1442754 -22.36278 8.633274
399390 -37.432953 -10.373947
4884299 10.852964 0.03719108
2163658 -21.624083 -21.055426
3380372 13.732049 4.1184225
2495256 -22.36278 8.633274
3693387 16.36327 5.1894827
3834827 -22.36278 8.633274
5072491 14.008628 0.34421283
2753484 11.087555 10.48926
1322649 -48.95145 -6.8118
787402 -22.36278 8.633274
584129 -22.36278 8.633274
4951612 -3.8667226 -34.218033
459728 -3.8667226 -34.218033
3383408 -3.8667226 -34.218033
228228 10.696331 -0.1932894
77705 11.382391 -1.7684604
656345 -20.546196 -20.425135
1587905 12.590536 -2.8797903
4189915 -22.36278 8.633274
5044249 20.042362 0.573203
2633530 16.88806 -4.3923783
164827 -21.624083 -21.055426
3365408 -3.8667226 -34.218033
5425696 -2.2561295 31.335394
833392 6.781355 -7.2880764
4544646 -22.36278 8.633274
3900388 23.942015 0.103459485
326273 -3.8667226 -34.218033
3048424 -22.36278 8.633274
2960558 6.368978 -4.5396123
401065 -22.36278 8.633274
1868776 13.031495 0.27055943
852970 13.761466 -5.173035
3105157 -3.8667226 -34.218033
984042 9.829032 4.4329257
3818972 -22.36278 8.633274
5012017 15.290957 2.2831044
3376114 -2.2561295 31.335394
617400 11.924422 -0.7303751
473713 -48.951252 -6.8127427
3337785 12.582576 -0.38731995
3343412 -37.635723 -25.892073
2209520 -37.635723 -25.892073
3572728 16.471735 1.9550368
4635214 -22.36278 8.633274
4129785 -22.36278 8.633274
3587715 -40.626606 -3.400221
2622461 -12.459212 34.64829
2623964 -12.4043865 34.680893
3725271 -36.606174 -12.653188
777894 7.0331774 0.83166474
4544368 -3.8667226 -34.218033
99336 12.620459 -1.5018904
5497218 -22.36278 8.633274
3703821 -22.36518 8.63497
2243414 -12.404388 34.680454
3454644 -38.966335 23.338182
4097046 -22.36278 8.633274
4827996 12.787982 -10.262184
5402733 -38.973976 23.338503
4785178 12.070982 1.8599993
74048 -22.36278 8.633274
4808496 -22.36278 8.633274
5465686 19.090658 2.3453512
3245085 -22.36278 8.633274
3308789 11.326938 1.5245048
4593929 -22.36278 8.633274
5211170 4.545218 -2.282485
2473493 -21.624083 -21.055426
2098211 13.035643 2.3839147
5154153 -39.123962 23.402258
5440548 15.772108 -1.8851298
4205983 -21.624083 -21.055426
4031526 12.125517 -0.59142846
1358107 -12.404848 34.681026
2327592 -21.463623 -20.949215
1032559 -21.624083 -21.055426
5062919 13.005108 1.5465945
967708 -22.36278 8.633274
4677340 5.585666 -2.9817858
4031530 11.511273 -1.3993686
341368 -48.95096 -6.055408
5506092 3.2061641 -1.7124685
3592620 -3.8667226 -34.218033
4916270 18.641064 1.331166
1566913 -39.122993 23.404995
4785199 -22.36278 8.633274
3110249 13.157989 1.3597795
2213101 -48.18234 11.349727
230449 -22.36278 8.633274
4060232 -22.36278 8.633274
4661695 -38.71888 -7.67611
1639473 -22.36278 8.633274
4687242 3.3874688 1.3433738
4555828 -22.36278 8.633274
4536882 -22.36278 8.633274
5112885 11.437967 -2.512858
314637 -22.36278 8.633274
4981815 6.2800817 1.2815739
4420476 -22.36278 8.633274
2851899 -22.36278 8.633274
1164357 17.860361 -9.496892
4031547 -30.708279 33.612286
1329051 -30.707977 33.61189
3293467 -2.30557 41.852497
4878494 -12.583095 35.11611
4752445 17.467403 4.394724
525376 -22.36278 8.633274
5430901 21.234257 -3.990739
2807325 -22.36278 8.633274
328770 22.286407 -1.6119974
1246279 12.586381 -1.3132482
1085519 -22.36278 8.633274
5309518 13.777555 1.2636765
3231436 -22.36278 8.633274
33875 -22.36278 8.633274
4157781 -22.36278 8.633274
22893 -3.8667226 -34.218033
2720856 -22.36278 8.633274
3478380 -22.36278 8.633274
2430641 12.254254 -0.20599197
4293720 -22.36278 8.633274
3030825 -22.36278 8.633274
1624155 -22.36278 8.633274
5375064 13.221069 -0.033111043
3626895 -22.36278 8.633274
3441765 9.530335 -6.6301427
2878230 -48.18118 11.349544
3769446 -2.256139 31.335827
128302 -37.636204 -25.8921
4451174 -3.8667226 -34.218033
1719287 -2.3058176 41.85232
2290007 11.862653 -0.516587
4337140 12.777386 9.9838295
3277927 18.037975 -2.2218826
296037 -3.8667226 -34.218033
3975063 -12.459212 34.64829
2070483 15.006911 -2.43606
5019134 -22.36278 8.633274
33894 -22.36278 8.633274
1176611 13.892866 -1.7998571
620194 -4.847484 -32.160282
689256 -4.847484 -32.160282
2756432 7.7434225 2.0233858
5020131 -22.36278 8.633274
3245159 11.960687 2.205198
1458349 -4.847484 -32.160282
3441774 11.482828 7.9821854
2131054 -22.36278 8.633274
3538188 -48.951145 -6.8120456
4526739 4.798164 -5.2518563
3409009 -22.36278 8.633274
2483469 -3.8667226 -34.218033
294871 -22.36278 8.633274
3212406 -22.36278 8.633274
4420165 -12.404849 34.680607
4207689 -38.72114 -7.670801
4424822 5.668952 6.0450454
638061 -3.8667226 -34.218033
1229714 15.022029 6.3595147
4418255 -22.36278 8.633274
1495434 -3.8667226 -34.218033
3929034 -22.36278 8.633274
4260995 -22.36278 8.633274
3588191 -37.432377 -10.37738
5240397 -3.8667226 -34.218033
2327689 12.411002 1.7007695
4950397 -22.36278 8.633274
1705099 -22.36278 8.633274
36943 14.441668 1.7183188
700504 -22.36278 8.633274
4588687 15.201178 2.9759617
4400793 -21.624083 -21.055426
2851994 7.599283 -5.1000977
1571954 -21.624083 -21.055426
5112992 -22.36278 8.633274
2206433 7.714449 2.0943565
3731046 -3.8667226 -34.218033
4752546 -22.36278 8.633274
