Cluster	Id
0	2688
0	1819
0	2485
0	1905
0	2351
0	4098
0	4519
2	553
3	382
3	1155
5	1308
4	1862
-1	1917
2	1065
0	3653
2	670
3	671
2	690
2	730
2	1176
3	329
3	379
3	1854
2	790
0	1272
3	398
0	870
0	988
2	1121
3	1409
2	589
2	433
2	876
2	1200
6	1609
0	2243
2	1994
2	2400
-1	3534
0	1502
2	4366
0	3820
0	4605
5	4887
3	370
3	504
3	524
1	3807
3	385
2	525
3	450
3	1364
0	2639
0	3621
-1	4524
0	4279
3	4639
2	459
2	676
0	802
3	482
2	517
3	1102
0	4122
3	596
2	728
2	1346
3	391
0	561
2	863
2	4157
-1	2056
2	4249
1	2480
3	2493
-1	4686
-1	4682
-1	4681
-1	4683
-1	4680
-1	4688
-1	4679
-1	4675
-1	4673
-1	4668
2	3477
5	542
1	961
3	1150
3	1151
2	1190
2	470
3	471
3	766
2	572
3	2445
2	2904
3	3279
1	2289
3	888
2	930
3	529
0	509
0	463
2	595
3	682
1	2002
0	3513
0	3136
3	430
2	560
1	853
2	660
1	972
3	3737
0	4107
3	1489
3	456
3	575
2	819
3	936
2	889
1	885
3	1148
2	444
2	1214
6	2081
2	3540
3	1250
3	1035
2	577
0	1100
2	1270
3	1297
2	1322
0	4004
2	1931
5	1036
0	962
2	756
3	552
3	694
3	2084
0	1290
-1	566
0	1252
-1	1332
3	1351
2	1401
-1	1402
3	1416
3	1423
3	1429
3	1430
3	711
3	731
3	483
3	474
3	675
3	461
2	1198
0	1773
0	1840
5	793
0	1005
2	1475
1	760
2	874
2	755
2	799
2	926
2	1042
2	3823
3	916
-1	824
2	1063
2	2970
0	2343
5	3258
0	3341
0	3892
4	4486
5	4492
4	4544
-1	4666
0	4531
0	4546
-1	4654
-1	4661
2	4591
0	5612
0	5667
0	5413
-1	5822
3	603
3	789
3	1058
2	845
3	1120
0	4284
2	987
0	1026
4	1006
2	980
3	1101
3	1108
2	1116
3	1117
4	1114
2	1300
-1	1611
0	2561
1	2770
2	2888
0	3182
1	4392
2	3667
2	835
2	1110
2	597
2	1826
0	1191
4	4823
6	4824
1	554
2	649
-1	1104
0	512
3	543
3	2354
2	2287
4	510
4	513
2	1358
2	549
2	555
2	556
3	1161
3	796
3	918
2	1258
-1	726
0	1700
2	4086
-1	536
3	631
1	689
2	879
0	1013
1	1438
2	1827
-1	1357
2	1867
-1	1876
5	1889
3	1891
0	1896
3	1903
3	1914
0	2409
2	2211
0	2251
3	2743
-1	2868
0	2901
0	2201
0	3237
-1	3769
4	3996
0	3980
0	3715
3	4292
0	4119
1	2396
0	3660
2	5153
-1	5396
0	4694
-1	5576
0	5529
0	3531
2	5570
0	5028
1	587
0	2119
2	833
2	897
2	1165
2	1310
5	3251
2	727
3	736
2	724
3	890
1	1020
2	1132
3	1157
2	1181
2	1263
3	1283
2	1687
2	913
0	1576
1	851
0	1820
-1	1554
0	1911
3	2360
0	2880
0	4038
2	834
3	1303
1	1799
2	3031
2	1327
3	806
2	762
2	1371
2	828
3	1072
4	1421
4	1496
3	1567
5	1179
2	1630
6	2134
0	2127
0	2281
2	2403
4	3262
3	4408
0	2565
0	4969
-1	5450
-1	5440
-1	5559
-1	5613
0	1154
3	970
2	877
5	1342
4	1479
3	1632
2	1637
-1	1880
1	1892
0	1872
3	1895
5	1988
0	1997
2	2099
-1	2155
0	2349
0	2475
2	2535
-1	2537
3	2586
0	2585
3	2627
2	2630
0	2159
0	2693
2	2891
2	3396
2	3388
0	3195
-1	3511
0	3590
0	3926
-1	3841
1	4353
3	4428
0	2472
0	4925
0	2195
0	4295
3	5008
0	3725
1	4945
5	5030
3	5040
2	5094
3	5187
-1	5969
3	5987
0	2262
1	911
1	2102
0	2399
0	2728
3	1000
2	1012
3	4040
2	839
3	914
3	1254
2	1231
0	564
-1	570
2	598
2	3226
3	3622
3	604
3	740
3	565
2	583
0	571
1	573
2	574
2	669
3	683
3	646
1	707
3	761
3	657
3	816
3	1146
2	1159
3	1169
1	673
2	1236
1	641
2	2788
2	1213
2	1461
3	1559
2	708
3	684
3	3975
2	4202
2	1028
5	588
4	637
0	3904
0	3928
-1	5784
3	719
3	599
3	609
2	614
0	2219
1	642
2	665
1	922
2	977
3	1304
0	1315
2	991
0	4732
0	4875
0	3910
3	698
2	1025
4	1076
0	3380
5	867
2	1193
3	679
2	1067
3	999
2	1019
3	1233
3	745
3	803
2	1147
2	957
1	1227
1	1243
0	1244
2	1269
3	636
2	1279
3	1372
4	2443
5	2444
3	2460
3	706
2	815
2	953
0	5403
3	648
3	1189
3	738
3	1545
3	662
5	1262
3	1347
6	1443
2	3749
2	685
3	717
3	754
2	1062
3	693
0	722
3	746
3	750
3	821
3	855
1	866
0	928
0	1713
3	3855
0	2860
0	3738
3	3874
-1	3875
2	822
2	837
3	955
3	831
2	696
3	883
3	752
1	2486
3	3840
2	715
2	1324
-1	827
3	1031
1	1133
1	1130
3	4386
2	4412
0	4893
0	2892
2	5046
3	971
3	1103
3	723
2	875
3	974
3	990
3	1138
4	880
2	1078
2	986
0	3119
3	993
2	734
3	747
2	748
3	749
2	778
3	809
3	895
2	899
2	912
2	1037
0	2346
1	3797
3	4010
2	1057
2	1074
3	739
3	1158
3	810
2	973
3	1007
2	798
3	840
3	989
3	996
2	1934
2	794
3	797
3	800
2	954
2	1186
3	933
2	1196
3	771
5	915
-1	927
2	968
3	965
2	1023
0	2898
2	776
2	844
3	1029
3	1124
3	1156
3	1235
4	1344
3	1407
2	1410
3	1425
3	1203
3	1454
3	1503
2	1504
0	1550
4	1573
3	1602
3	1592
2	1635
0	1669
0	1465
3	1717
0	1792
2	1014
2	1105
3	1075
2	1084
2	1843
3	814
2	1325
0	1379
5	1127
2	4454
2	830
3	949
3	947
3	969
3	1077
4	1131
4	886
3	901
3	1111
3	4109
3	2078
2	2146
1	2284
4	826
3	1015
4	898
2	1253
2	942
5	997
3	848
2	864
3	868
3	956
2	960
2	857
2	1009
4	1024
3	1027
3	1032
3	1033
3	1047
4	1060
2	958
2	1180
0	1192
3	1742
2	995
3	858
3	3174
0	5525
2	2582
2	869
2	871
3	884
2	1099
3	1125
3	1256
4	1282
2	1385
4	1392
3	1870
-1	1888
0	3197
3	5805
0	1756
3	1038
2	2945
0	3665
3	1643
3	4979
3	4984
2	903
3	909
3	919
2	939
4	932
3	1016
3	1017
3	992
4	1093
4	1106
3	1326
3	952
2	1021
3	1175
2	1054
3	1399
3	1122
3	1309
3	1311
3	1061
2	1199
0	1275
3	1424
-1	1521
2	2200
5	2199
5	1940
0	2311
2	946
2	938
3	1109
3	1232
3	1285
3	944
3	966
3	1374
3	1435
2	982
2	1307
3	1313
3	1240
2	981
3	979
2	1004
3	983
0	2305
-1	2377
3	5356
5	5287
3	1153
0	1520
-1	1535
3	1578
2	1600
4	1610
0	1568
2	1738
-1	1778
0	1803
4	1793
2	1837
3	1841
0	1853
4	1861
0	1811
3	2031
3	2036
-1	1989
1	2120
2	2140
2	2147
0	2167
-1	2212
3	2225
0	2269
3	2283
-1	2276
4	2466
5	2447
0	2370
-1	2887
0	2702
2	2955
0	2948
2	4126
-1	4036
2	4192
-1	4184
3	4286
0	4075
0	4331
5	4415
0	3487
0	4409
6	4336
0	4402
0	4084
0	4400
0	4622
-1	4733
-1	4678
-1	4676
-1	4667
0	4672
-1	4707
0	4729
0	2958
0	4744
0	4254
0	4693
0	2977
2	4987
4	4990
0	4788
0	4088
-1	5007
-1	5037
-1	5076
2	5123
2	5144
0	4890
2	5132
-1	5192
0	5195
0	5213
0	5217
3	5321
0	5280
0	5251
0	5408
1	5649
3	1002
3	1003
1	3597
2	1055
2	1056
3	1059
2	1096
3	1039
-1	2757
0	2364
-1	3020
2	3127
3	3164
-1	2969
-1	2821
4	3145
0	3193
3	3205
0	3194
0	2405
3	3240
3	3245
-1	3225
2	3295
4	3355
0	3374
-1	3198
-1	3292
0	3436
4	3143
0	3466
5	3520
3	3550
-1	3568
4	3438
5	2692
4	3650
3	3673
0	3646
0	3697
4	3496
3	3710
0	3223
3	4077
3	4146
3	4147
-1	4118
-1	3272
3	4170
-1	4228
6	4176
3	4282
3	4371
0	4235
3	4248
3	4488
