,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1,0.00015310608,0.7947231,0.0040414464,0.9967596,0.1023447,0.07994366,0.0041850945,0.79925317,0.00032784176,0.9770234,0.2248679,0.56002283,0.36704975,0.031939942,0.002604639,0.08921366,0.00030152252,0.05696004,0.9978237,0.011273496,0.72010905,0.0016117878,0.99975413,0.006208337,0.6536426,0.07424515,0.003497185,0.0014873403,0.43430024,0.64233005,0.6204895,0.010050233,0.004875943,0.0001244994,0.0006008341,7.174702e-05,0.32054418,0.0001262672,0.8158941,0.0017183315,0.0016316368,0.046589553,0.019138524,0.17772369,0.58343023,0.05785725,0.7413709,0.40570232,0.015049844,0.24853948
2,0.050742928,0.70997643,0.16948518,0.95806277,0.27710402,0.5225305,0.28965002,0.324067,0.19747071,0.67650837,0.31168282,0.8369279,0.15319183,0.43965518,0.37450883,0.07942021,0.028231027,0.7418031,0.93283224,0.46646687,0.09880532,0.45712647,0.97509503,0.4483306,0.78768903,0.18597439,0.69814694,0.17624362,0.4703331,0.6397491,0.38247868,0.5247047,0.19296376,0.29497826,0.13040183,0.049836427,0.5348029,0.3767895,0.46864736,0.42512387,0.020974157,0.11435327,0.6135899,0.12811032,0.34329936,0.39607286,0.5047278,0.49540934,0.631912,0.18555371
3,0.20117693,0.5742259,0.2754726,0.8676429,0.708083,0.4025178,0.50241464,0.39043728,0.20222771,0.35856238,0.546183,0.6641585,0.23954292,0.45335197,0.4419757,0.48982924,0.19603729,0.6289156,0.8453039,0.4968136,0.3024514,0.13714845,0.88559854,0.38584065,0.665641,0.4528898,0.6614822,0.2333078,0.39507407,0.72577655,0.45825014,0.5371692,0.59029615,0.49410662,0.34617907,0.12579942,0.7193508,0.4031973,0.49641934,0.4106211,0.2655276,0.38675037,0.58535784,0.2510206,0.33166492,0.50647706,0.6159152,0.3913413,0.6689108,0.27256256
4,0.004998308,0.7404603,0.06886283,0.93032736,0.20768352,0.13949665,0.49714053,0.50144064,0.023325419,0.58163977,0.21885589,0.8292039,0.2526193,0.5314087,0.54697895,0.4602737,0.016595365,0.50928974,0.85036016,0.7635432,0.09739663,0.094896756,0.9815247,0.7527991,0.42315894,0.2986812,0.04705785,0.21789041,0.16072342,0.47475848,0.8050606,0.41366422,0.41741222,0.029646391,0.020585181,0.0267029,0.44306275,0.263843,0.41764188,0.65759236,0.162475,0.086844124,0.9244933,0.30432987,0.57806873,0.67259884,0.66998684,0.32239604,0.576683,0.14031339
5,0.314057,0.62830627,0.44175255,0.7171766,0.44733918,0.4843013,0.5160495,0.46166092,0.49904072,0.66131896,0.5216761,0.5500416,0.4294425,0.4076991,0.4712788,0.36378798,0.35921547,0.5540225,0.7245417,0.5550984,0.40718135,0.4539222,0.76104164,0.51148814,0.58340484,0.4987481,0.6242503,0.4410447,0.55928886,0.56339234,0.4645071,0.5185712,0.61020184,0.496815,0.26480395,0.33617926,0.44299078,0.4466526,0.58441156,0.5411414,0.3219405,0.36004978,0.6551599,0.48867598,0.44768956,0.5849029,0.52406603,0.5463709,0.4944071,0.41164455
6,0.002354253,0.63261926,0.680079,0.86996263,0.64787996,0.463497,0.530116,0.4725347,0.018757576,0.4655868,0.5261449,0.39443475,0.772003,0.16422622,0.70936894,0.12818435,0.054210268,0.86556506,0.7937319,0.5392265,0.15494615,0.0695363,0.79606503,0.13763496,0.20750178,0.16067412,0.2937028,0.27889535,0.50355077,0.44272125,0.2512826,0.10674048,0.5542304,0.55578196,0.6018091,0.15054224,0.76779854,0.035329416,0.47152007,0.61185473,0.11530618,0.17529091,0.78226084,0.6209085,0.34687808,0.4153903,0.89029634,0.52795655,0.64453477,0.040750045
7,0.0005980312,0.96207386,0.0082580475,0.99211097,0.017160166,0.9895147,0.008205544,0.028232425,0.0024276865,0.020272076,0.03175986,0.9795156,0.012976449,0.015485572,0.013362602,0.0022925264,0.0012772286,0.049785063,0.9886369,0.9864151,0.003680505,0.00673121,0.9965898,0.98940444,0.9779824,0.08442196,0.012679417,0.0035549896,0.063243285,0.9905094,0.0721782,0.008668779,0.005900378,0.0006599202,0.010872375,0.0045341854,0.00615714,0.006879303,0.034095503,0.026000261,0.0061831693,0.025390254,0.9881875,0.0073642535,0.023970673,0.011258566,0.9877824,0.009841498,0.01895716,0.0036213382
8,0.38530844,0.5721272,0.4501412,0.66400045,0.5132125,0.47637048,0.5375163,0.4913143,0.48594087,0.6539986,0.52462524,0.5070404,0.5263659,0.4099737,0.45038888,0.44362614,0.3819733,0.5229001,0.6761926,0.50136685,0.4145519,0.53071344,0.7126622,0.5127003,0.52156585,0.49435914,0.618652,0.34914148,0.49398628,0.63281107,0.5320836,0.52670485,0.5368228,0.5187262,0.3367129,0.37900573,0.45360667,0.4791647,0.5884038,0.49004352,0.428213,0.42826566,0.5825711,0.5153774,0.44844905,0.47771966,0.5332241,0.5586025,0.5423526,0.44271734
9,0.39260554,0.56698304,0.45814782,0.6646559,0.50817454,0.4839385,0.5345972,0.4853896,0.49000013,0.6660719,0.5364722,0.5109213,0.52792555,0.41766328,0.45719528,0.43504548,0.39749703,0.52085507,0.66933155,0.51105917,0.42480236,0.5039083,0.6929059,0.518479,0.52277017,0.5105214,0.619948,0.35234267,0.5076637,0.6150377,0.5459952,0.51540244,0.5507477,0.5179915,0.3342996,0.39636543,0.4334909,0.4851639,0.6013534,0.48921335,0.44529608,0.42284256,0.5743714,0.5140301,0.4564744,0.47847706,0.52144605,0.56114155,0.53580725,0.45150855
10,0.15672268,0.68310285,0.3129723,0.7516649,0.48150396,0.6724461,0.64886016,0.4164422,0.37240392,0.5388666,0.51388365,0.667664,0.44809374,0.34293398,0.42176995,0.23102379,0.22929956,0.44281295,0.7209382,0.41644147,0.30357462,0.43490082,0.8303112,0.56446093,0.5667534,0.3650937,0.57935315,0.39876482,0.48625636,0.60791624,0.632301,0.43077362,0.6212669,0.54987997,0.19751634,0.17160025,0.54256266,0.47328663,0.52130926,0.6277342,0.20696783,0.38671523,0.527194,0.5114881,0.4797168,0.6074168,0.4988553,0.5702263,0.46224487,0.38064566
